id,dia,categoria,tipo_logradouro,logradouro,numero,bairro,referencia,cep,subprefeitura,endereco_completo,endereco_geocode,lat,lng,geocode_status,distrito
4024-0,Quarta Feira,Tradicional,Avenida,Bentevi C Jauaperi,104,Indianopolis,Proxima Av Ibirapuera,04524-030,Vila Mariana,"Avenida Bentevi C Jauaperi, 104, Indianopolis","Avenida Bentevi C Jauaperi, 104, Indianopolis, São Paulo - SP, 04524-030",-23.599077899999997,-46.661814799999995,google,Moema
4025-8,Quarta Feira,Tradicional,Rua,Lino Guedes,109,Moinho Velho,Altura da Vergueiro 7450,04288-120,Ipiranga,"Rua Lino Guedes, 109, Moinho Velho","Rua Lino Guedes, 109, Moinho Velho, São Paulo - SP, 04288-120",-23.609897399999998,-46.6110252,google,Cursino
4026-6,Quarta Feira,Tradicional,Rua,Osaka,848,Jardim Japao,Tv Av Laranjeiras Altura 1600,02124-041,Vila Maria/Vila Guilherme,"Rua Osaka, 848, Jardim Japao","Rua Osaka, 848, Jardim Japao, São Paulo - SP, 02124-041",-23.505374,-46.5738979,google,Vila Maria
4027-4,Quarta Feira,Tradicional,Rua,Japaratuba,131,São Joao Climaco,Estrada das LAGRIMAS-1600,04254-000,Ipiranga,"Rua Japaratuba, 131, São Joao Climaco","Rua Japaratuba, 131, São Joao Climaco, São Paulo - SP, 04254-000",-23.6158723,-46.5950606,google,Sacoma
4028-2,Quarta Feira,Tradicional,Rua,Sales Junior,555,Alto da Lapa,Colegio Salesiano,05083-070,Lapa,"Rua Sales Junior, 555, Alto da Lapa","Rua Sales Junior, 555, Alto da Lapa, São Paulo - SP, 05083-070",-23.5313174,-46.7184684,google,Lapa
4029-0,Quarta Feira,Tradicional,Rua,Salvador Sala,425,Piqueri,Tv Av Paula Ferreira,02914-030,Pirituba/Jaraguá,"Rua Salvador Sala, 425, Piqueri","Rua Salvador Sala, 425, Piqueri, São Paulo - SP, 02914-030",-23.5034588,-46.710986,google,Pirituba
4030-4,Quarta Feira,Tradicional,Rua,Iquiririm,496,Vila Indiana,Av Corifeu de Azevedo Marques,05586-000,Butantã,"Rua Iquiririm, 496, Vila Indiana","Rua Iquiririm, 496, Vila Indiana, São Paulo - SP, 05586-000",-23.5731528,-46.727400499999995,google,Butanta
4031-2,Quarta Feira,Tradicional,Rua,Moreira de Vasconcelos,196,Vila Maria,Praca da Alegria,02131-090,Vila Maria/Vila Guilherme,"Rua Moreira de Vasconcelos, 196, Vila Maria","Rua Moreira de Vasconcelos, 196, Vila Maria, São Paulo - SP, 02131-090",-23.504793,-46.5852475,google,Vila Maria
4032-0,Quarta Feira,Tradicional,Rua,Tanque Velho,455,Vila Gustavo,Tv Rua do Campo,02251-001,Santana/Tucuruvi,"Rua Tanque Velho, 455, Vila Gustavo","Rua Tanque Velho, 455, Vila Gustavo, São Paulo - SP, 02251-001",-23.479784799999997,-46.595432200000005,google,Tucuruvi
4033-9,Quarta Feira,Tradicional,Rua,Aragao,S/N,Vila Mazzei,Av Sezefredo Fagundes,02308-000,Santana/Tucuruvi,"Rua Aragao, Vila Mazzei","Rua Aragao, Vila Mazzei, São Paulo - SP, 02308-000",-23.4735212,-46.6040691,google,Tucuruvi
4034-7,Quarta Feira,Tradicional,Avenida,Mariana Caligiuri Ronchetti,237,Vila Continental,Tv Av Maria Antonia Martins,02650-000,Casa Verde/Cachoeirinha,"Avenida Mariana Caligiuri Ronchetti, 237, Vila Continental","Avenida Mariana Caligiuri Ronchetti, 237, Vila Continental, São Paulo - SP, 02650-000",-23.461099,-46.654844,awesomeapi_cep,Cachoeirinha
4035-5,Quarta Feira,Tradicional,Rua,Grumixamas,374,Vila Guarani,George Corbisier e Buritis,04349-000,Jabaquara,"Rua Grumixamas, 374, Vila Guarani","Rua Grumixamas, 374, Vila Guarani, São Paulo - SP, 04349-000",-23.6486321,-46.644249699999996,google,Jabaquara
4036-3,Quarta Feira,Tradicional,Rua,Cachoeira do Sul,26,Vila Jaguara,Fabrica Danone,05117-010,Lapa,"Rua Cachoeira do Sul, 26, Vila Jaguara","Rua Cachoeira do Sul, 26, Vila Jaguara, São Paulo - SP, 05117-010",-23.5117281,-46.745434499999995,google,Jaguara
4037-1,Quarta Feira,Tradicional,Rua,Pedro Alegretti,512,Penha,Av.amador B.veiga (cemiterio),03610-010,Penha,"Rua Pedro Alegretti, 512, Penha","Rua Pedro Alegretti, 512, Penha, São Paulo - SP, 03610-010",-23.5174651,-46.540321299999995,google,Penha
4038-0,Quarta Feira,Tradicional,Rua,Maria Carlota,S/N,Penha,Loc Av Amador Bueno da Veiga,03647-000,Penha,"Rua Maria Carlota, Penha","Rua Maria Carlota, Penha, São Paulo - SP, 03647-000",-23.5264837,-46.5282593,google,Penha
4039-8,Quarta Feira,Tradicional,Rua,Durvalina,2,Vila Matilde,Praca Dom Duarte Leopoldo,03511-050,Penha,"Rua Durvalina, 2, Vila Matilde","Rua Durvalina, 2, Vila Matilde, São Paulo - SP, 03511-050",-23.53709,-46.5292859,google,Vila Matilde
4040-1,Quarta Feira,Tradicional,Rua,São Valentim,81,Vila Carrao,Proximo Largo de Vila Carrao,03445-000,Aricanduva/Formosa/Carrão,"Rua São Valentim, 81, Vila Carrao","Rua São Valentim, 81, Vila Carrao, São Paulo - SP, 03445-000",-23.5483489,-46.530083999999995,google,Carrao
4041-0,Quarta Feira,Tradicional,Rua,Maragojipe,S/N,Vila Formosa,Tv Rua Pretoria,03412-050,Aricanduva/Formosa/Carrão,"Rua Maragojipe, Vila Formosa","Rua Maragojipe, Vila Formosa, São Paulo - SP, 03412-050",-23.557969699999997,-46.5500172,google,Vila Formosa
4042-8,Quarta Feira,Tradicional,Rua,Boaventura R da Silva,440,Ponte Raza,Cartorio Ermelino Matarazzo,03801-120,Ermelino Matarazzo,"Rua Boaventura R da Silva, 440, Ponte Raza","Rua Boaventura R da Silva, 440, Ponte Raza, São Paulo - SP, 03801-120",-23.5036583,-46.489607799999995,google,Ermelino Matarazzo
4043-6,Quarta Feira,Tradicional,Rua,Tsutomu Henni,717,Vila Jacui,Ernesto B Lopes e Tarapitinga,08060-350,São Miguel,"Rua Tsutomu Henni, 717, Vila Jacui","Rua Tsutomu Henni, 717, Vila Jacui, São Paulo - SP, 08060-350",-23.504852399999997,-46.4541596,google,Vila Jacui
4044-4,Quarta Feira,Tradicional,Praça,Andes,S/N,Guaianazes,Tristao Gago Prox Est Guaian,08440-180,Guaianases,"Praça Andes, Guaianazes","Praça Andes, Guaianazes, São Paulo - SP, 08440-180",-23.537784,-46.409988,awesomeapi_cep,Lajeado
4045-2,Quarta Feira,Tradicional,Rua,Pedro de Godoi,909,Vila Zelina,Rua Oliveira Gouveia,03138-010,Vila Prudente,"Rua Pedro de Godoi, 909, Vila Zelina","Rua Pedro de Godoi, 909, Vila Zelina, São Paulo - SP, 03138-010",-23.587723099999998,-46.5823987,google,Vila Prudente
4046-0,Quarta Feira,Tradicional,Alameda,Agostinho Rodrigues Filho,363,V L Mariana,Rua Leandro Duque e Tetsual,04026-040,Vila Mariana,"Alameda Agostinho Rodrigues Filho, 363, V L Mariana","Alameda Agostinho Rodrigues Filho, 363, V L Mariana, São Paulo - SP, 04026-040",-23.6002582,-46.647944,google,Saude
4047-9,Quarta Feira,Tradicional,Rua,Pitinga,396,Vila Bela,Tv Rua Giestas,03146-030,Vila Prudente,"Rua Pitinga, 396, Vila Bela","Rua Pitinga, 396, Vila Bela, São Paulo - SP, 03146-030",-23.5945635,-46.5758254,google,Vila Prudente
4048-7,Quarta Feira,Tradicional,Rua,Lauro Muller,12,Vila Hamburguesa,Centro Esportivo Pelezao,05302-060,Lapa,"Rua Lauro Muller, 12, Vila Hamburguesa","Rua Lauro Muller, 12, Vila Hamburguesa, São Paulo - SP, 05302-060",-23.5295714,-46.726158399999996,google,Vila Leopoldina
4049-5,Quarta Feira,Tradicional,Rua,Doutor Carlos Bastos Aranha,420,Vila Nilo,S/infor,02276-000,Jaçanã/Tremembé,"Rua Doutor Carlos Bastos Aranha, 420, Vila Nilo","Rua Doutor Carlos Bastos Aranha, 420, Vila Nilo, São Paulo - SP, 02276-000",-23.4630157,-46.5808094,google,Jacana
4050-9,Quarta Feira,Tradicional,Rua,Barao de Jaceguai,1768,Santo Amaro,Demostenes e Otavio Tarquino,04606-004,Santo Amaro,"Rua Barao de Jaceguai, 1768, Santo Amaro","Rua Barao de Jaceguai, 1768, Santo Amaro, São Paulo - SP, 04606-004",-23.616324,-46.670882999999996,google,Campo Belo
4051-7,Quarta Feira,Tradicional,Rua,Paulino Vital de Moraes,S/N,Capao Redondo,Et Av Elias Maase R C Orsolini,05855-000,Campo Limpo,"Rua Paulino Vital de Moraes, Capao Redondo","Rua Paulino Vital de Moraes, Capao Redondo, São Paulo - SP, 05855-000",-23.6617715,-46.7640722,google,Capao Redondo
4052-5,Quarta Feira,Tradicional,Rua,Alexandre Dumas,1316,Chac Santo Antonio,Av Santo Amaro ALT.5000,04717-002,Santo Amaro,"Rua Alexandre Dumas, 1316, Chac Santo Antonio","Rua Alexandre Dumas, 1316, Chac Santo Antonio, São Paulo - SP, 04717-002",-23.6309778,-46.705692299999995,google,Santo Amaro
4053-3,Quarta Feira,Tradicional,Rua,Coronel Fawcett com Evolucao,833,Vila Moraes,Igreja Santa Angela,04167-030,Ipiranga,"Rua Coronel Fawcett com Evolucao, 833, Vila Moraes","Rua Coronel Fawcett, 833, Vila Moraes, São Paulo - SP, 04167-030",-23.6320741,-46.612651199999995,google,Cursino
4054-1,Quarta Feira,Tradicional,Rua,Cinco de Julho,7,Vila Nair,Fim da Av.nazare,04281-000,Ipiranga,"Rua Cinco de Julho, 7, Vila Nair","Rua Cinco de Julho, 7, Vila Nair, São Paulo - SP, 04281-000",-23.603938,-46.6107712,google,Ipiranga
4055-0,Quarta Feira,Tradicional,Avenida,Coronel Jose Pires de Andrade,466,Vila Vera,Rua VERGUEIRO-9000,04295-001,Ipiranga,"Avenida Coronel Jose Pires de Andrade, 466, Vila Vera","Avenida Coronel Jose Pires de Andrade, 466, Vila Vera, São Paulo - SP, 04295-001",-23.619688099999998,-46.6061505,google,Sacoma
4056-8,Quarta Feira,Tradicional,Rua,Jaguarurama,129,Nossa Senhora do o,Tv Es Rio Verde,02964-010,Freguesia/Brasilândia,"Rua Jaguarurama, 129, Nossa Senhora do o","Rua Jaguarurama, 129, Nossa Senhora do o, São Paulo - SP, 02964-010",-23.4861807,-46.7051249,nominatim,Freguesia do O
4057-6,Quarta Feira,Tradicional,Rua,Diamante Preto,35,Aricanduva,Viaduto Vila Carrao,03317-040,Aricanduva/Formosa/Carrão,"Rua Diamante Preto, 35, Aricanduva","Rua Diamante Preto, 35, Aricanduva, São Paulo - SP, 03317-040",-23.5408722,-46.5590211,google,Tatuape
4058-4,Quarta Feira,Tradicional,Rua,Coronel Esdras de Oliveira,S/N,Jardim Tremembe,Perto do Cemiterio,02351-030,Jaçanã/Tremembé,"Rua Coronel Esdras de Oliveira, Jardim Tremembe","Rua Coronel Esdras de Oliveira, Jardim Tremembe, São Paulo - SP, 02351-030",-23.4542933,-46.600608300000005,google,Tremembe
4059-2,Quarta Feira,Tradicional,Rua,Petrobras,S/N,Vila Antonieta,Tv Av Inconfidencia Mineira,03474-060,Aricanduva/Formosa/Carrão,"Rua Petrobras, Vila Antonieta","Rua Petrobras, Vila Antonieta, São Paulo - SP, 03474-060",-23.572872999999998,-46.5143616,google,Aricanduva
4060-6,Quarta Feira,Tradicional,Rua,Pascoal Ranieri Mazili,650,Vila Ana Clara,Tv Rua Ana Clara,03257-180,Vila Prudente,"Rua Pascoal Ranieri Mazili, 650, Vila Ana Clara","Rua Pascoal Ranieri Mazili, 650, Vila Ana Clara, São Paulo - SP, 03257-180",-23.6097985,-46.5271416,nominatim,Sao Lucas
4061-4,Quarta Feira,Tradicional,Rua,Spencer Vampre,454,Vila Rica,Tv da Estrada da Parada,02860-030,Freguesia/Brasilândia,"Rua Spencer Vampre, 454, Vila Rica","Rua Spencer Vampre, 454, Vila Rica, São Paulo - SP, 02860-030",-23.4687934,-46.6743568,google,Brasilandia
4062-2,Quarta Feira,Tradicional,Rua,Ana de Barros,S/N,Santa Ines,Tv Av Santa Ines,02423-020,Santana/Tucuruvi,"Rua Ana de Barros, Santa Ines","Rua Ana de Barros, Santa Ines, São Paulo - SP, 02423-020",-23.468992699999998,-46.6305878,google,Mandaqui
4063-0,Quarta Feira,Tradicional,Rua,Engenheiro Trindade,5,Penha,Est.rede Ferroviaria Federal,03703-130,Penha,"Rua Engenheiro Trindade, 5, Penha","Rua Engenheiro Trindade, 5, Penha, São Paulo - SP, 03703-130",-23.5121064,-46.5510787,google,Penha
4064-9,Quarta Feira,Tradicional,Rua,Pde Pedro Magnoni,511,Vila Ema,Ponto Final Onibus Vila Ema,03286-070,Vila Prudente,"Rua Pde Pedro Magnoni, 511, Vila Ema","Rua Pde Pedro Magnoni, 511, Vila Ema, São Paulo - SP, 03286-070",-23.5917042,-46.535713799999996,google,Sao Lucas
4065-7,Quarta Feira,Tradicional,Rua,Benedito Leal,334,Artur Alvim,Estacao R.f.f.artur Alvim,03567-060,Penha,"Rua Benedito Leal, 334, Artur Alvim","Rua Benedito Leal, 334, Artur Alvim, São Paulo - SP, 03567-060",-23.5386342,-46.488383999999996,google,Artur Alvim
4066-5,Quarta Feira,Tradicional,Rua,Pedro Marigliani,23,Chac Inglesa,Tv Doutor Joao Batista B de Lima,05141-010,Pirituba/Jaraguá,"Rua Pedro Marigliani, 23, Chac Inglesa","Rua Pedro Marigliani, 23, Chac Inglesa, São Paulo - SP, 05141-010",-23.4942826,-46.730674199999996,google,Pirituba
4067-3,Quarta Feira,Tradicional,Rua,Antenor Navarro,414,Jardim Brasil,Tv Av Japao,02224-100,Vila Maria/Vila Guilherme,"Rua Antenor Navarro, 414, Jardim Brasil","Rua Antenor Navarro, 414, Jardim Brasil, São Paulo - SP, 02224-100",-23.484048299999998,-46.5730636,google,Vila Medeiros
4068-1,Quarta Feira,Tradicional,Rua,Santa Rosa de Lima,301,Pq Paulistano,Av V Artur da Nova Alt N 1842,08080-000,São Miguel,"Rua Santa Rosa de Lima, 301, Pq Paulistano","Rua Santa Rosa de Lima, 301, Pq Paulistano, São Paulo - SP, 08080-000",-23.4877956,-46.4290801,google,Jardim Helena
4069-0,Quarta Feira,Tradicional,Rua,Luminarias,S/N,Jardim das Bandeiras,Av Heitor Penteado,05439-000,Pinheiros,"Rua Luminarias, Jardim das Bandeiras","Rua Luminarias, Jardim das Bandeiras, São Paulo - SP, 05439-000",-23.548814399999998,-46.6889754,google,Pinheiros
4070-3,Quarta Feira,Tradicional,Rua,Ivan Maia Vasconcelos,183,Jardim Triana,Praca Solano Cunha,03552-130,Penha,"Rua Ivan Maia Vasconcelos, 183, Jardim Triana","Rua Ivan Maia Vasconcelos, 183, Jardim Triana, São Paulo - SP, 03552-130",-23.5356837,-46.507149299999995,google,Vila Matilde
4071-1,Quarta Feira,Tradicional,Rua,Domiziano Rossi,587,São Mateus,Maria Cursi C Aureliano Arruda,03966-030,São Mateus,"Rua Domiziano Rossi, 587, São Mateus","Rua Domiziano Rossi, 587, São Mateus, São Paulo - SP, 03966-030",-23.6002372,-46.4749164,google,Sao Mateus
4072-0,Quarta Feira,Tradicional,Avenida,Mons Agnelo,305,Vila Progresso,P Final On Vila Progresso,08240-670,São Miguel,"Avenida Mons Agnelo, 305, Vila Progresso","Avenida Mons Agnelo, 305, Vila Progresso, São Paulo - SP, 08240-670",-23.5189954,-46.4356383,google,Sao Miguel
4074-6,Quarta Feira,Tradicional,Rua,Pde Artur Somensi,48,Vila Beatriz,Rua Lira,05443-030,Pinheiros,"Rua Pde Artur Somensi, 48, Vila Beatriz","Rua Pde Artur Somensi, 48, Vila Beatriz, São Paulo - SP, 05443-030",-23.553260899999998,-46.6972684,google,Alto de Pinheiros
4075-4,Quarta Feira,Tradicional,Rua,Montreal,S/N,Pq São Luis,,02832-050,Freguesia/Brasilândia,"Rua Montreal, Pq São Luis","Rua Montreal, Pq São Luis, São Paulo - SP, 02832-050",-23.4785986,-46.6953734,cep_corrigido,Freguesia do O
4076-2,Quarta Feira,Tradicional,Avenida,Batista Maciel,313,Jardim Ubirajara,Ruas Zike Tuma e Antonio Campo,04459-110,Cidade Ademar,"Avenida Batista Maciel, 313, Jardim Ubirajara","Avenida Batista Maciel, 313, Jardim Ubirajara, São Paulo - SP, 04459-110",-23.691988900000002,-46.6698741,google,Pedreira
4077-0,Quarta Feira,Tradicional,Rua,Jose Bonifacio Filho,S/N,Cidade Dutra,Av Frutuoso,04813-060,Capela do Socorro,"Rua Jose Bonifacio Filho, Cidade Dutra","Rua Jose Bonifacio Filho, Cidade Dutra, São Paulo - SP, 04813-060",-23.7180891,-46.6885188,google,Cidade Dutra
4078-9,Quarta Feira,Tradicional,Rua,Visconde de Santa Isabel,S/N,Cidade Ademar,Margens da Av Cupece,04385-090,Cidade Ademar,"Rua Visconde de Santa Isabel, Cidade Ademar","Rua Visconde de Santa Isabel, Cidade Ademar, São Paulo - SP, 04385-090",-23.663788999999998,-46.6570906,google,Cidade Ademar
4079-7,Quarta Feira,Tradicional,Rua,Pensylvania,S/N,Cidade Moncoes,R California e Florida,04564-002,Pinheiros,"Rua Pensylvania, Cidade Moncoes","Rua Pensylvania, Cidade Moncoes, São Paulo - SP, 04564-002",-23.6109445,-46.6867065,nominatim,Itaim Bibi
4080-0,Quarta Feira,Tradicional,Rua,Bras de Abreu,S/N,Jardim Miriam,Tv Av Pedro de Avos,04419-090,Cidade Ademar,"Rua Bras de Abreu, Jardim Miriam","Rua Bras de Abreu, Jardim Miriam, São Paulo - SP, 04419-090",-23.680906399999998,-46.6420688,google,Cidade Ademar
4081-9,Quarta Feira,Tradicional,Rua,Arraial dos Couros,S/N,Jardim São Luiz,Ponto Final do Onibus J S Luis,05843-200,M'Boi Mirim,"Rua Arraial dos Couros, Jardim São Luiz","Rua Arraial dos Couros, Jardim São Luiz, São Paulo - SP, 05843-200",-23.6526943,-46.7371719,google,Jardim Sao Luis
4083-5,Quarta Feira,Tradicional,Rua,Cristovao Pereira,1223,Campo Belo,Atraz do Jumbo,04620-012,Santo Amaro,"Rua Cristovao Pereira, 1223, Campo Belo","Rua Cristovao Pereira, 1223, Campo Belo, São Paulo - SP, 04620-012",-23.627920399999997,-46.6714978,google,Campo Belo
4084-3,Quarta Feira,Tradicional,Rua,Hileia Amazonica,420,Jardim Guairaca,Tv Es Oratorio,03245-000,Vila Prudente,"Rua Hileia Amazonica, 420, Jardim Guairaca","Rua Hileia Amazonica, 420, Jardim Guairaca, São Paulo - SP, 03245-000",-23.604044299999998,-46.5382269,google,Sao Lucas
4085-1,Quarta Feira,Tradicional,Rua,Amoipira,S/N,Vila Isa,Tv Av Nossa Senhora do Sabara,04689-070,Santo Amaro,"Rua Amoipira, Vila Isa","Rua Amoipira, Vila Isa, São Paulo - SP, 04689-070",-23.6691187,-46.691587899999995,google,Campo Grande
4086-0,Quarta Feira,Tradicional,Rua,Thereza Maia Pinto,S/N,Vila Prell,Tv Es de Itapecerica,05780-390,Campo Limpo,"Rua Thereza Maia Pinto, Vila Prell","Rua Thereza Maia Pinto, Vila Prell, São Paulo - SP, 05780-390",-23.646325,-46.753934,google,Jardim Sao Luis
4087-8,Quarta Feira,Tradicional,Rua,Pde Marcigaglia,19,Jardim Regina,Av Agenor Couto de Magalhaes,05174-100,Pirituba/Jaraguá,"Rua Pde Marcigaglia, 19, Jardim Regina","Rua Pde Marcigaglia, 19, Jardim Regina, São Paulo - SP, 05174-100",-23.4748317,-46.7418213,nominatim,Pirituba
4089-4,Quarta Feira,Tradicional,Rua,Jorge Word,49,Vila Dalva,Av Ribeirao Jaguare,05386-160,Butantã,"Rua Jorge Word, 49, Vila Dalva","Rua Jorge Word, 49, Vila Dalva, São Paulo - SP, 05386-160",-23.567699599999997,-46.759763,google,Rio Pequeno
4090-8,Quarta Feira,Tradicional,Praça,Jose Schunch,325,Vila São Jose,Paraventi e Rosalina Aristides,04835-080,Capela do Socorro,"Praça Jose Schunch, 325, Vila São Jose","Praça Jose Schunch, 325, Vila São Jose, São Paulo - SP, 04835-080",-23.7405433,-46.7070807,nominatim_cep,Cidade Dutra
4092-4,Quarta Feira,Tradicional,Rua,Jose Antonio Valadares,13,Jardim Lear,Antiga Av.sao Paulo,04185-020,Ipiranga,"Rua Jose Antonio Valadares, 13, Jardim Lear","Rua Jose Antonio Valadares, 13, Jardim Lear, São Paulo - SP, 04185-020",-23.647284,-46.593117,google,Sacoma
4093-2,Quarta Feira,Tradicional,Rua,Pires Caleiro,205,Jardim Vera Cruz,Tv Sargento Iracitam Coimbra,08330-050,São Mateus,"Rua Pires Caleiro, 205, Jardim Vera Cruz","Rua Pires Caleiro, 205, Jardim Vera Cruz, São Paulo - SP, 08330-050",-23.6158483,-46.4728521,google,Sao Rafael
4094-0,Quarta Feira,Tradicional,Rua,Antonio Sebastiao Sobrinho,480,Pq Pan Americano,Altura do 480 da R J Pereira,02992-110,Pirituba/Jaraguá,"Rua Antonio Sebastiao Sobrinho, 480, Pq Pan Americano","Rua Antonio Sebastiao Sobrinho, 480, Pq Pan Americano, São Paulo - SP, 02992-110",-23.4494544,-46.7304142,google,Jaragua
4095-9,Quarta Feira,Tradicional,Avenida,Danton Jobim,131,Vila Friburgo,Autodromo de Interlagos,04782-001,Capela do Socorro,"Avenida Danton Jobim, 131, Vila Friburgo","Avenida Danton Jobim, 131, Vila Friburgo, São Paulo - SP, 04782-001",-23.6879714,-46.7031843,google,Socorro
4096-7,Quarta Feira,Tradicional,Rua,Edward Carmillo,S/N,Jardim Celeste,Clube Solar dos Amigos,05528-001,Butantã,"Rua Edward Carmillo, Jardim Celeste","Rua Edward Carmillo, Jardim Celeste, São Paulo - SP, 05528-001",-23.597666099999998,-46.7535354,google,Vila Sonia
4097-5,Quarta Feira,Tradicional,Rua,Salomao Waimberg,145,Jardim Bonfiglioli,Rua Doutor Silvio Dante Bertachi,05628-030,Butantã,"Rua Salomao Waimberg, 145, Jardim Bonfiglioli","Rua Salomao Waimberg, 145, Jardim Bonfiglioli, São Paulo - SP, 05628-030",-23.5988599,-46.7326583,awesomeapi_cep,Vila Sonia
4098-3,Quarta Feira,Tradicional,Rua,Bento do Amaral da Silva,14,Pq São Rafael,Tv Av Baroneza de Muritiba,08320-210,São Mateus,"Rua Bento do Amaral da Silva, 14, Pq São Rafael","Rua Bento do Amaral da Silva, 14, Pq São Rafael, São Paulo - SP, 08320-210",-23.627294,-46.4727975,google,Sao Rafael
4100-9,Quarta Feira,Tradicional,Rua,Major Freire,565,Jabaquara,Proximo Av Jabaquara,04304-110,Vila Mariana,"Rua Major Freire, 565, Jabaquara","Rua Major Freire, 565, Jabaquara, São Paulo - SP, 04304-110",-23.6278014,-46.6355759,google,Saude
4101-7,Quarta Feira,Tradicional,Rua,Maria do Carmo Sene,S/N,Vila Pauliceia,Tv Av Pauliceia,02301-110,Santana/Tucuruvi,"Rua Maria do Carmo Sene, Vila Pauliceia","Rua Maria do Carmo Sene, Vila Pauliceia, São Paulo - SP, 02301-110",-23.4886411,-46.612392500000006,google,Santana
4103-3,Quarta Feira,Tradicional,Rua,Agostinho Paiva,S/N,Jardim Macedonia,Joao Cruz e Luis de Boulogne,05894-230,Campo Limpo,"Rua Agostinho Paiva, Jardim Macedonia","Rua Agostinho Paiva, Jardim Macedonia, São Paulo - SP, 05894-230",-23.653361699999998,-46.7919754,google,Capao Redondo
4105-0,Quarta Feira,Tradicional,Rua,Flor de Santa Cruz,55,Vila Verde,Fabrica de Tintas Pilot,08230-450,Itaquera,"Rua Flor de Santa Cruz, 55, Vila Verde","Rua Flor de Santa Cruz, 55, Vila Verde, São Paulo - SP, 08230-450",-23.5188733,-46.449467399999996,google,Itaquera
4106-8,Quarta Feira,Tradicional,Rua,Diogo Goncalves Laco,41,Jardim Romano,S/ref.,08191-000,São Miguel,"Rua Diogo Goncalves Laco, 41, Jardim Romano","Rua Diogo Goncalves Laco, 41, Jardim Romano, São Paulo - SP, 08191-000",-23.4839777,-46.3850224,google,Jardim Helena
4107-6,Quarta Feira,Tradicional,Avenida,Jose Borges do Canto,8,Jardim Camargo Velho,Final On.itaim Paulista,08142-010,Itaim Paulista,"Avenida Jose Borges do Canto, 8, Jardim Camargo Velho","Avenida Jose Borges do Canto, 8, Jardim Camargo Velho, São Paulo - SP, 08142-010",-23.507976499999998,-46.3924713,google,Itaim Paulista
4109-2,Quarta Feira,Tradicional,Avenida,Dos Pequis,20,Jardim Vila Formosa,Tv Rua Mons Antonio de Castro,03470-050,Aricanduva/Formosa/Carrão,"Avenida Dos Pequis, 20, Jardim Vila Formosa","Avenida Dos Pequis, 20, Jardim Vila Formosa, São Paulo - SP, 03470-050",-23.571552099999998,-46.5240647,google,Aricanduva
